Product,Month Start Date,Actual HC
Executive Assistant PT,2024-01,2
Executive Assistant Part Time,2024-01,12
Executive Assistant Part Time Mid,2024-01,2
GVA - FT,2024-01,17
GVA - PT,2024-01,12
General Virtual Assistant Full Time,2024-01,17
General Virtual Assistant Full Time Expert,2024-01,3
General Virtual Assistant Full Time Mid,2024-01,11
General Virtual Assistant Part Time,2024-01,32
General Virtual Assistant Part Time Mid,2024-01,8
Graphic Designer FT,2024-01,1
Graphic Designer Full Time,2024-01,1
Graphic Designer Part Time Mid,2024-01,1
Healthcare Assistant Bilingual PT,2024-01,1
Healthcare VA Full Time,2024-01,3
Healthcare VA Full Time Mid,2024-01,1
Healthcare VA Part Time,2024-01,4
Lead Gen Full Time Expert,2024-01,1
Lead Gen Part Time,2024-01,1
Lead Gen Part Time Mid,2024-01,1
Lead Generation Assistant (Full Time),2024-01,5
Lead Generation Assistant (Part Time),2024-01,2
Medical Scribe Full Time,2024-01,3
Medical Scribe Part Time,2024-01,1
Outbound Sales Agent PT Expert,2024-01,1
Personal Assistant Full Time,2024-01,1
Personal Assistant Part Time,2024-01,3
Real Estate FT,2024-01,2
Real Estate Full Time,2024-01,3
Real Estate Part Time,2024-01,3
Recruitment Assistant PT Mid,2024-01,3
SDR FT Expert,2024-01,3
SDR Full Time,2024-01,5
SDR Full Time Expert,2024-01,6
SDR Full Time Mid,2024-01,5
SDR Part Time,2024-01,8
SDR Part Time Expert,2024-01,1
SDR Part Time Mid,2024-01,2
Social Media FT,2024-01,3
Social Media Full Time,2024-01,3
Social Media Full Time Expert,2024-01,3
Social Media PT,2024-01,1
Social Media Part Time,2024-01,2
Social Media Part Time Expert,2024-01,1
Social Media Part Time Mid,2024-01,2
US Customer Service FT,2024-01,2
US GVA PT,2024-01,1
US-Based Executive Assistant Full Time Mid,2024-01,1
US-Based Executive Assistant PT,2024-01,1
US-Based SDR Assistant 10 HRS,2024-01,1
US-Based SDR Assistant 10 HRS Mid,2024-01,1
US-Based SDR Assistant Full Time Expert,2024-01,1
US-Based SDR Assistant PT Mid,2024-01,1
Bilingual FT Mid,2023-12,2
Bilingual Sales PT,2023-12,3
Bookkeeper FT,2023-12,1
Bookkeeper PT,2023-12,4
CRM Data Entry Assistant Part Time,2023-12,1
CSR Bilingual Full Time,2023-12,1
CSR Full Time,2023-12,7
CSR Full Time Expert,2023-12,1
CSR Full Time Mid,2023-12,2
CSR Part Time,2023-12,2
CSR Part Time Expert,2023-12,2
Content Writer Part Time,2023-12,1
Customer Service FT,2023-12,11
Dedicated Receptionist 8HR,2023-12,3
Dedicated SDR - FT,2023-12,2
Dedicated SDR - PT,2023-12,2
Dedicated SDR Full Time,2023-12,3
Dedicated SDR Part Time,2023-12,1
Digital Marketing Assistant FT,2023-12,3
Digital Marketing Assistant FT Expert,2023-12,2
Digital Marketing Assistant PT,2023-12,6
Digital Marketing Assistant PT Mid,2023-12,1
Digital Marketing FT,2023-12,1
Digital Marketing PT,2023-12,4
E-Commerce Assistant Full Time Expert,2023-12,2
E-Commerce Assistant Part Time Mid,2023-12,1
Ecommerce Assistant FT,2023-12,9
Ecommerce Assistant PT,2023-12,3
Executive Assistant FT,2023-12,2
Executive Assistant Full Time,2023-12,8
Executive Assistant Full Time Mid,2023-12,3
Executive Assistant PT,2023-12,1
Executive Assistant Part Time,2023-12,6
Executive Assistant Part Time Expert,2023-12,1
GVA - FT,2023-12,13
GVA - PT,2023-12,9
GVA - Pro,2023-12,2
GVA Bilingual FT,2023-12,1
General Virtual Assistant Full Time,2023-12,15
General Virtual Assistant Full Time Expert,2023-12,3
General Virtual Assistant Full Time Mid,2023-12,6
General Virtual Assistant Part Time,2023-12,24
General Virtual Assistant Part Time Expert,2023-12,3
General Virtual Assistant Part Time Mid,2023-12,2
Graphic Designer PT,2023-12,1
Graphic Designer Part Time,2023-12,1
Lead Gen Full Time,2023-12,1
Lead Gen Part Time,2023-12,1
Lead Gen Part Time Mid,2023-12,1
Lead Generation Assistant (Full Time),2023-12,1
Lead Generation Assistant (Part Time),2023-12,1
Medical Scribe Full Time,2023-12,4
Medical Scribe Full Time Mid,2023-12,2
Medical Scribe Part Time,2023-12,4
Medical Scribe Two,2023-12,2
Personal Assistant Full Time,2023-12,4
Real Estate Full Time,2023-12,2
Real Estate PT,2023-12,2
Real Estate Part Time,2023-12,2
Real Estate Part Time Mid,2023-12,1
SDR FT Expert,2023-12,1
SDR Full Time,2023-12,1
SDR Full Time Mid,2023-12,2
SDR Part Time,2023-12,1
SDR Part Time Expert,2023-12,3
Social Media Full Time,2023-12,3
Social Media Full Time Expert,2023-12,1
Social Media PT,2023-12,2
Social Media Part Time,2023-12,4
US-Based Executive Assistant 10 HRS Mid,2023-12,1
US-Based General Virtual Assistant PT Mid,2023-12,1
US-Based SDR Assistant PT,2023-12,1
Bilingual Caller FT,2023-11,2
Bilingual GVA - FT,2023-11,1
"Bilingual, Spanish/English Sales Callers",2023-11,2
Bookkeeper FT,2023-11,2
Bookkeeper Full Time,2023-11,2
Bookkeeper PT,2023-11,5
CSR Full Time,2023-11,9
CSR Part Time,2023-11,1
CSR Part Time Mid,2023-11,1
Content Writer Full Time,2023-11,1
Content Writer PT,2023-11,1
Content Writer Part Time,2023-11,2
Customer Service FT,2023-11,3
Customer Service PT,2023-11,2
Dedicated SDR FT Mid,2023-11,3
Dedicated SDR Full Time,2023-11,6
Dedicated SDR Part Time,2023-11,10
Digital Marketing Assistant FT,2023-11,2
Digital Marketing Assistant FT Expert,2023-11,2
Digital Marketing Assistant FT Mid,2023-11,1
Digital Marketing Assistant PT,2023-11,3
Digital Marketing Assistant PT Expert,2023-11,2
Digital Marketing Assistant PT Mid,2023-11,3
Digital Marketing PT,2023-11,1
E-Commerce Assistant Full Time Expert,2023-11,3
E-Commerce Assistant Full Time Mid,2023-11,2
E-Commerce Assistant Part Time,2023-11,1
Ecommerce Assistant FT,2023-11,3
Executive Assistant FT,2023-11,2
Executive Assistant Full Time,2023-11,11
Executive Assistant Full Time Expert,2023-11,5
Executive Assistant Full Time Mid,2023-11,4
Executive Assistant PT,2023-11,1
Executive Assistant Part Time,2023-11,9
Executive Assistant Part Time Expert,2023-11,1
GVA - FT,2023-11,14
GVA - PT,2023-11,15
General Virtual Assistant Full Time,2023-11,10
General Virtual Assistant Full Time Expert,2023-11,5
General Virtual Assistant Full Time Mid,2023-11,12
General Virtual Assistant Part Time,2023-11,24
General Virtual Assistant Part Time Expert,2023-11,2
General Virtual Assistant Part Time Mid,2023-11,6
Graphic Designer FT,2023-11,1
Graphic Designer Full Time,2023-11,2
Graphic Designer Part Time,2023-11,1
Graphic Designer Part Time Expert,2023-11,1
Lead Gen Full Time,2023-11,2
Lead Gen Part Time,2023-11,1
Lead Generation Assistant (Full Time),2023-11,3
Lead Generation Assistant (Part Time),2023-11,1
Medical Scribe Full Time,2023-11,12
Medical Scribe Part Time,2023-11,3
Micro1 Developer (Tier 3) - FT,2023-11,1
Personal Assistant Part Time,2023-11,4
Real Estate FT,2023-11,1
Real Estate Full Time,2023-11,1
Real Estate Full Time Mid,2023-11,1
Real Estate PT,2023-11,2
Real Estate Part Time,2023-11,5
SDR FT Expert,2023-11,1
SDR Full Time,2023-11,4
SDR Full Time Mid,2023-11,3
SDR Part Time,2023-11,4
SDR Part Time Expert,2023-11,1
Social Media FT,2023-11,1
Social Media Full Time,2023-11,1
Social Media Full Time Expert,2023-11,1
Social Media Part Time,2023-11,2
Social Media Part Time Expert,2023-11,1
Social Media Part Time Mid,2023-11,1
US Executive Assistant PT,2023-11,1
US-Based Digital Marketing Assistant PT,2023-11,1
US-Based Executive Assistant PT,2023-11,1
US-Based General Virtual Assistant Full Time Mid,2023-11,2
US-Based Personal Assistant PT Mid,2023-11,1
US-Based SDR Assistant 10 HRS,2023-11,2
US-Based SDR Assistant PT Expert,2023-11,1
US-Based SDR Assistant PT Mid,2023-11,1
Amazon Virtual Assistant Part Time,2023-10,3
Appointment Setter FT,2023-10,8
Bilingual Caller FT,2023-10,3
Bilingual Caller PT,2023-10,1
Bilingual GVA - FT,2023-10,1
Bilingual Receptionist,2023-10,1
Bilingual Sales FT Mid,2023-10,1
"Bilingual, Spanish/English Sales Callers",2023-10,3
Bookkeeper Full Time,2023-10,1
Bookkeeper PT,2023-10,8
CRM Data Entry Assistant Part Time,2023-10,1
CSR Full Time,2023-10,21
CSR Full Time Mid,2023-10,1
CSR Part Time,2023-10,3
Content Writer FT,2023-10,2
Content Writer Full Time,2023-10,3
Content Writer Part Time,2023-10,1
Content Writer Part Time Mid,2023-10,1
Customer Service FT,2023-10,11
Customer Service PT,2023-10,1
Dedicated SDR - FT,2023-10,3
Dedicated SDR Full Time,2023-10,7
Dedicated SDR Part Time,2023-10,8
Digital Marketing Assistant FT,2023-10,3
Digital Marketing Assistant FT Expert,2023-10,1
Digital Marketing Assistant FT Mid,2023-10,2
Digital Marketing Assistant PT,2023-10,7
Digital Marketing Assistant PT Mid,2023-10,5
Digital Marketing FT,2023-10,1
Digital Marketing PT,2023-10,2
E-Commerce Assistant Full Time,2023-10,4
E-Commerce Assistant Full Time Expert,2023-10,1
E-Commerce Assistant Part Time,2023-10,2
Ecommerce Assistant FT,2023-10,1
Ecommerce Assistant PT,2023-10,4
Executive Assistant FT,2023-10,3
Executive Assistant Full Time,2023-10,11
Executive Assistant Full Time Expert,2023-10,1
Executive Assistant Full Time Mid,2023-10,5
Executive Assistant PT,2023-10,1
Executive Assistant Part Time,2023-10,17
Executive Assistant Part Time Expert,2023-10,1
Executive Assistant Part Time Mid,2023-10,4
GVA - FT,2023-10,14
GVA - PT,2023-10,12
General Virtual Assistant Full Time,2023-10,26
General Virtual Assistant Full Time (2) - NO LONGER OFFERING,2023-10,2
General Virtual Assistant Full Time Expert,2023-10,2
General Virtual Assistant Full Time Mid,2023-10,6
General Virtual Assistant Part Time,2023-10,41
General Virtual Assistant Part Time Expert,2023-10,3
General Virtual Assistant Part Time Mid,2023-10,6
Graphic Designer Full Time,2023-10,1
Graphic Designer Part Time,2023-10,2
Graphic Designer Part Time Expert,2023-10,1
Lead Gen Full Time,2023-10,1
Lead Gen Full Time Mid,2023-10,1
Lead Gen Part Time,2023-10,1
Lead Generation Assistant (Full Time),2023-10,3
Lead Generation Assistant (Part Time),2023-10,3
Medical Scribe Full Time,2023-10,6
Medical Scribe Part Time,2023-10,6
Personal Assistant Full Time,2023-10,1
Personal Assistant Part Time,2023-10,2
Real Estate Full Time,2023-10,1
Real Estate Full Time Mid,2023-10,1
Real Estate Part Time,2023-10,2
Real Estate Part Time Expert,2023-10,1
SDR FT Expert,2023-10,3
SDR Full Time,2023-10,4
SDR Full Time Mid,2023-10,1
SDR Part Time,2023-10,16
SDR Part Time Expert,2023-10,2
Social Media FT,2023-10,1
Social Media Full Time,2023-10,5
Social Media Full Time Expert,2023-10,1
Social Media PT,2023-10,1
Social Media Part Time,2023-10,3
US Customer Service FT,2023-10,1
US Executive Assistant FT,2023-10,1
US Lead Gen PT,2023-10,1
US-Based General Virtual Assistant 10 HRS,2023-10,1
US-Based SDR Assistant Full Time Expert,2023-10,1
US-Based SDR Assistant PT Mid,2023-10,1
US-Based Social Media Assistant Full Time Expert,2023-10,1
Bilingual Caller FT,2023-09,1
Bilingual GVA - FT,2023-09,4
"Bilingual, Spanish/English Sales Callers",2023-09,2
Bling Dedicated Receptionist,2023-09,1
Bookkeeper FT,2023-09,1
Bookkeeper PT,2023-09,2
CRM Data Entry Assistant Part Time,2023-09,1
CSR Full Time,2023-09,27
CSR Full Time Mid,2023-09,3
CSR Part Time Mid,2023-09,1
Content Writer Full Time,2023-09,2
Content Writer Part Time,2023-09,1
Content Writer Part Time Mid,2023-09,1
Customer Service FT,2023-09,6
Customer Service PT,2023-09,1
Dedicated SDR - FT,2023-09,3
Dedicated SDR - PT,2023-09,1
Dedicated SDR Full Time,2023-09,2
Dedicated SDR Part Time,2023-09,10
Digital Marketing Assistant FT,2023-09,1
Digital Marketing Assistant PT,2023-09,8
Digital Marketing Assistant PT Expert,2023-09,1
Digital Marketing Assistant PT Mid,2023-09,1
Digital Marketing FT,2023-09,1
Digital Marketing PT,2023-09,6
E-Commerce Assistant Full Time Expert,2023-09,1
E-Commerce Assistant Full Time Mid,2023-09,1
E-Commerce Assistant Part Time,2023-09,1
E-Commerce Assistant Part Time Expert,2023-09,1
Ecommerce Assistant FT,2023-09,1
Ecommerce Assistant PT,2023-09,6
Executive Assistant FT,2023-09,6
Executive Assistant Full Time,2023-09,6
Executive Assistant Full Time Expert,2023-09,2
Executive Assistant Full Time Mid,2023-09,2
Executive Assistant PT,2023-09,6
Executive Assistant Part Time,2023-09,11
Executive Assistant Part Time Expert,2023-09,1
Executive Assistant Part Time Mid,2023-09,4
GVA - FT,2023-09,30
GVA - PT,2023-09,27
General Virtual Assistant Full Time,2023-09,20
General Virtual Assistant Full Time (2) - NO LONGER OFFERING,2023-09,1
General Virtual Assistant Full Time Expert,2023-09,2
General Virtual Assistant Full Time Mid,2023-09,6
General Virtual Assistant Part Time,2023-09,38
General Virtual Assistant Part Time Mid,2023-09,3
Graphic Designer PT,2023-09,1
Graphic Designer Part Time,2023-09,2
Graphic Designer Part Time Expert,2023-09,1
Lead Gen Full Time Mid,2023-09,1
Lead Gen Part Time,2023-09,2
Lead Gen Part Time Expert,2023-09,1
Lead Generation Assistant (Full Time),2023-09,2
Lead Generation Assistant (Part Time),2023-09,3
Medical Scribe Full Time,2023-09,10
Medical Scribe Part Time,2023-09,2
Personal Assistant Full Time,2023-09,1
Personal Assistant Part Time,2023-09,8
Real Estate FT,2023-09,2
Real Estate Full Time,2023-09,2
Real Estate PT,2023-09,1
Real Estate Part Time,2023-09,1
Respona Assistant Full Time,2023-09,1
SDR FT Expert,2023-09,1
SDR Full Time,2023-09,2
SDR Part Time,2023-09,10
SDR Part Time Expert,2023-09,3
Social Media FT,2023-09,4
Social Media Full Time,2023-09,2
Social Media Full Time Expert,2023-09,2
Social Media Full Time Mid,2023-09,1
Social Media PT,2023-09,4
Social Media Part Time,2023-09,7
Social Media Part Time Mid,2023-09,3
US Executive Assistant FT,2023-09,1
US-Based Digital Marketing Assistant Full Time Expert,2023-09,1
US-Based SDR Assistant 10 HRS Mid,2023-09,1
US-Based SDR Assistant PT Mid,2023-09,1
Volume Receptionist Business 8HR,2023-09,2
Bilingual GVA - FT,2023-08,1
Bilingual GVA - PT,2023-08,2
Bilingual Sales FT Expert,2023-08,1
"Bilingual, Spanish/English Sales Callers",2023-08,2
Bookkeeper FT,2023-08,4
Bookkeeper PT,2023-08,3
CRM Data Entry Assistant Full Time,2023-08,1
CSR Full Time,2023-08,12
CSR Full Time Expert,2023-08,1
CSR Full Time Mid,2023-08,2
CSR Part Time,2023-08,1
Content Writer FT,2023-08,3
Content Writer PT,2023-08,1
Content Writer Part Time Mid,2023-08,1
Customer Service FT,2023-08,11
Customer Service PT,2023-08,1
Dedicated SDR - FT,2023-08,2
Dedicated SDR - PT,2023-08,1
Dedicated SDR Full Time,2023-08,3
Dedicated SDR Part Time,2023-08,1
Digital Marketing Assistant FT,2023-08,3
Digital Marketing Assistant FT Expert,2023-08,1
Digital Marketing Assistant FT Mid,2023-08,2
Digital Marketing Assistant PT,2023-08,5
Digital Marketing Assistant PT Expert,2023-08,2
Digital Marketing Assistant PT Mid,2023-08,4
Digital Marketing FT,2023-08,4
Digital Marketing PT,2023-08,4
E-Commerce Assistant Part Time,2023-08,2
E-Commerce Assistant Part Time Expert,2023-08,1
E-Commerce Assistant Part Time Mid,2023-08,1
Ecommerce Assistant FT,2023-08,4
Ecommerce Assistant PT,2023-08,3
Executive Assistant FT,2023-08,4
Executive Assistant Full Time,2023-08,8
Executive Assistant Full Time Expert,2023-08,1
Executive Assistant Full Time Mid,2023-08,4
Executive Assistant PT,2023-08,11
Executive Assistant Part Time,2023-08,8
Executive Assistant Part Time Mid,2023-08,2
GVA - FT,2023-08,38
GVA - PT,2023-08,24
GVA - Pro,2023-08,1
General Virtual Assistant Full Time,2023-08,9
General Virtual Assistant Full Time Expert,2023-08,1
General Virtual Assistant Full Time Mid,2023-08,1
General Virtual Assistant Part Time,2023-08,15
General Virtual Assistant Part Time Mid,2023-08,10
Graphic Designer FT,2023-08,1
Graphic Designer Full Time Mid,2023-08,1
Graphic Designer Part Time,2023-08,2
Lead Gen Full Time,2023-08,1
Lead Gen Part Time Expert,2023-08,1
Lead Generation Assistant (Full Time),2023-08,1
Lead Generation Assistant (Part Time),2023-08,1
Medical Scribe Full Time,2023-08,8
Medical Scribe Part Time,2023-08,3
Personal Assistant Full Time Expert,2023-08,2
Personal Assistant Part Time,2023-08,3
Personal Assistant Part Time Mid,2023-08,1
Real Estate FT,2023-08,1
Real Estate Full Time,2023-08,1
Real Estate PT,2023-08,2
Real Estate Part Time Expert,2023-08,1
Real Estate Part Time Mid,2023-08,1
SDR FT Expert,2023-08,2
SDR Full Time,2023-08,8
SDR Full Time Mid,2023-08,1
SDR Part Time,2023-08,8
SDR Part Time Expert,2023-08,2
Social Media FT,2023-08,3
Social Media Full Time,2023-08,2
Social Media Full Time Expert,2023-08,1
Social Media Full Time Mid,2023-08,2
Social Media PT,2023-08,4
Social Media Part Time,2023-08,1
Social Media Part Time Mid,2023-08,1
US Customer Service PT,2023-08,1
US Executive Assistant FT,2023-08,1
US-Based SDR Assistant Full Time Expert,2023-08,1
US-Based SDR Assistant PT Mid,2023-08,1
Amazon Virtual Assistant Part Time,2023-07,1
Bilingual Caller FT,2023-07,2
Bilingual Sales FT Mid,2023-07,1
"Bilingual, Spanish/English Sales Callers",2023-07,2
Bookkeeper PT,2023-07,1
CRM Data Entry Assistant Full Time,2023-07,1
CSR Full Time,2023-07,14
CSR Part Time Mid,2023-07,1
Content Writer FT,2023-07,3
Content Writer Full Time,2023-07,2
Content Writer PT,2023-07,2
Content Writer Part Time,2023-07,1
Customer Service FT,2023-07,3
Customer Service PT,2023-07,5
Dedicated SDR - FT,2023-07,2
Dedicated SDR - PT,2023-07,7
Dedicated SDR Full Time,2023-07,1
Dedicated SDR Part Time,2023-07,5
Digital Marketing Assistant FT,2023-07,2
Digital Marketing Assistant FT Expert,2023-07,2
Digital Marketing Assistant PT,2023-07,2
Digital Marketing Assistant PT Expert,2023-07,1
Digital Marketing Assistant PT Mid,2023-07,1
Digital Marketing FT,2023-07,3
Digital Marketing PT,2023-07,4
E-Commerce Assistant Full Time,2023-07,1
E-Commerce Assistant Full Time Expert,2023-07,2
E-Commerce Assistant Part Time,2023-07,1
Ecommerce Assistant FT,2023-07,8
Ecommerce Assistant PT,2023-07,2
Executive Assistant FT,2023-07,6
Executive Assistant Full Time,2023-07,5
Executive Assistant Full Time Expert,2023-07,2
Executive Assistant Full Time Mid,2023-07,3
Executive Assistant PT,2023-07,6
Executive Assistant Part Time,2023-07,6
Executive Assistant Part Time Expert,2023-07,1
Executive Assistant Part Time Mid,2023-07,3
GVA - FT,2023-07,19
GVA - PT,2023-07,31
General Virtual Assistant Full Time,2023-07,11
General Virtual Assistant Full Time Mid,2023-07,4
General Virtual Assistant Part Time,2023-07,14
Graphic Designer FT,2023-07,1
Graphic Designer Part Time,2023-07,1
Lead Gen Full Time,2023-07,1
Lead Gen Part Time,2023-07,1
Lead Generation Assistant (Full Time),2023-07,2
Lead Generation Assistant (Part Time),2023-07,2
Medical Scribe Full Time,2023-07,5
Medical Scribe Part Time,2023-07,3
Personal Assistant Full Time,2023-07,1
Personal Assistant Part Time,2023-07,4
Real Estate PT,2023-07,2
Real Estate Part Time,2023-07,6
Recruitment FT,2023-07,2
Recruitment PT,2023-07,1
Recruitment Part Time,2023-07,1
Respona Assistant Part Time,2023-07,1
SDR FT Expert,2023-07,2
SDR Full Time,2023-07,3
SDR Full Time Expert,2023-07,1
SDR Full Time Mid,2023-07,1
SDR Part Time,2023-07,11
SDR Part Time Expert,2023-07,1
Social Media FT,2023-07,3
Social Media Full Time,2023-07,2
Social Media Full Time Expert,2023-07,2
Social Media Full Time Mid,2023-07,2
Social Media PT,2023-07,4
Social Media Part Time,2023-07,8
Social Media Part Time Mid,2023-07,1
US Customer Service FT,2023-07,2
US Executive Assistant FT,2023-07,2
US Executive Assistant PT,2023-07,2
US GVA PT,2023-07,1
US SDR PT,2023-07,1
US-Based Digital Marketing Assistant 10 HRS Mid,2023-07,1
US-Based Executive Assistant Full Time Expert,2023-07,1
US-Based Lead Gen Assistant PT,2023-07,1
US-Based Social Media Assistant 10 HRS,2023-07,4
Appointment Setter FT,2023-06,1
"Bilingual, Spanish/English Sales Callers",2023-06,2
Bookkeeper FT,2023-06,2
CSR Full Time,2023-06,9
CSR Full Time Mid,2023-06,1
CSR Part Time,2023-06,2
Content Writer FT,2023-06,3
Content Writer PT,2023-06,5
Content Writer Part Time,2023-06,1
Customer Service FT,2023-06,4
Dedicated SDR - FT,2023-06,1
Dedicated SDR - PT,2023-06,1
Dedicated SDR Full Time,2023-06,8
Dedicated SDR Part Time,2023-06,4
Digital Marketing Assistant FT,2023-06,3
Digital Marketing Assistant PT,2023-06,8
Digital Marketing Assistant PT Mid,2023-06,3
Digital Marketing PT,2023-06,1
E-Commerce Assistant Part Time,2023-06,1
Ecommerce Assistant FT,2023-06,1
Ecommerce Assistant PT,2023-06,1
Executive Assistant FT,2023-06,3
Executive Assistant Full Time,2023-06,8
Executive Assistant Full Time Expert,2023-06,2
Executive Assistant Full Time Mid,2023-06,1
Executive Assistant PT,2023-06,14
Executive Assistant Part Time,2023-06,9
Executive Assistant Part Time Mid,2023-06,1
GVA - FT,2023-06,24
GVA - PT,2023-06,27
General Virtual Assistant Full Time,2023-06,13
General Virtual Assistant Full Time (2) - NO LONGER OFFERING,2023-06,2
General Virtual Assistant Full Time Mid,2023-06,1
General Virtual Assistant Part Time,2023-06,32
General Virtual Assistant Part Time Expert,2023-06,1
General Virtual Assistant Part Time Mid,2023-06,1
Lead Gen Part Time,2023-06,1
Lead Gen Part Time Mid,2023-06,1
Lead Generation Assistant (Part Time),2023-06,3
Medical Scribe Full Time,2023-06,1
Personal Assistant Part Time,2023-06,4
Real Estate FT,2023-06,2
Real Estate Full Time,2023-06,5
Real Estate PT,2023-06,7
Real Estate Part Time,2023-06,1
Recruitment FT,2023-06,1
SDR Full Time,2023-06,2
SDR Part Time,2023-06,5
Social Media FT,2023-06,3
Social Media Full Time,2023-06,4
Social Media PT,2023-06,8
Social Media Part Time,2023-06,7
US Executive Assistant FT,2023-06,1
US GVA PT,2023-06,1
US SDR  FT,2023-06,1
US SDR PT,2023-06,1
US-Based Executive Assistant Full Time Mid,2023-06,1
US-Based Executive Assistant PT,2023-06,1
US-Based General Virtual Assistant PT,2023-06,1
Amazon Virtual Assistant Part Time,2023-05,1
Bilingual Caller FT,2023-05,1
"Bilingual, Spanish/English Sales Callers",2023-05,1
Bookkeeper FT,2023-05,1
Bookkeeper Full Time,2023-05,1
Bookkeeper PT,2023-05,2
CSR Full Time,2023-05,5
CSR Full Time Mid,2023-05,1
Content Marketing Part Time,2023-05,1
Content Writer FT,2023-05,4
Content Writer Full Time,2023-05,2
Content Writer PT,2023-05,3
Content Writer Part Time,2023-05,2
Customer Service FT,2023-05,13
Customer Service PT,2023-05,1
Dedicated SDR - FT,2023-05,2
Dedicated SDR - PT,2023-05,3
Dedicated SDR Full Time,2023-05,3
Dedicated SDR Part Time,2023-05,4
Digital Marketing Assistant FT,2023-05,1
Digital Marketing Assistant FT Expert,2023-05,1
Digital Marketing Assistant PT,2023-05,3
Digital Marketing FT,2023-05,2
Digital Marketing PT,2023-05,6
Ecommerce Assistant FT,2023-05,3
Executive Assistant FT,2023-05,8
Executive Assistant Full Time,2023-05,6
Executive Assistant Full Time Expert,2023-05,1
Executive Assistant Full Time Mid,2023-05,1
Executive Assistant PT,2023-05,6
Executive Assistant Part Time,2023-05,9
GVA - FT,2023-05,19
GVA - PT,2023-05,35
General Virtual Assistant Full Time,2023-05,21
General Virtual Assistant Full Time (2) - NO LONGER OFFERING,2023-05,1
General Virtual Assistant Part Time,2023-05,29
Graphic Designer Full Time,2023-05,1
Graphic Designer PT,2023-05,3
Graphic Designer Part Time,2023-05,2
Lead Gen Full Time,2023-05,1
Lead Gen Part Time,2023-05,1
Lead Generation Assistant (Full Time),2023-05,2
Lead Generation Assistant (Part Time),2023-05,4
Medical Scribe Full Time,2023-05,1
Medical Scribe Part Time,2023-05,1
Personal Assistant Full Time,2023-05,3
Personal Assistant Full Time Mid,2023-05,1
Personal Assistant Part Time,2023-05,6
Real Estate FT,2023-05,1
Real Estate Full Time,2023-05,1
Real Estate Full Time Expert,2023-05,1
Real Estate PT,2023-05,1
Recruitment FT,2023-05,1
SDR FT Expert,2023-05,1
SDR Full Time,2023-05,3
SDR Full Time Mid,2023-05,1
SDR Part Time,2023-05,6
SDR Part Time Expert,2023-05,1
Social Media Full Time,2023-05,5
Social Media PT,2023-05,6
Social Media Part Time,2023-05,3
Social Media Part Time Expert,2023-05,2
US Executive Assistant FT,2023-05,1
US GVA FT,2023-05,1
US-Based General Virtual Assistant PT,2023-05,1
Amazon Virtual Assistant Full Time,2023-04,2
Bilingual Caller FT,2023-04,2
Bilingual GVA - FT,2023-04,1
Bilingual GVA Full Time,2023-04,1
Bilingual Sales FT Mid,2023-04,2
Bookkeeper FT,2023-04,1
Bookkeeper PT,2023-04,4
CRM Data Entry Assistant Part Time,2023-04,1
CSR Full Time,2023-04,8
CSR Full Time Mid,2023-04,2
Content Marketing PT,2023-04,1
Content Writer Full Time,2023-04,1
Customer Service FT,2023-04,12
Customer Service PT,2023-04,2
Dedicated SDR - FT,2023-04,5
Dedicated SDR - PT,2023-04,3
Dedicated SDR Full Time,2023-04,5
Dedicated SDR Part Time,2023-04,6
Digital Marketing Assistant FT,2023-04,1
Digital Marketing Assistant PT,2023-04,2
Digital Marketing PT,2023-04,3
E-Commerce Assistant Full Time,2023-04,1
E-Commerce Assistant Part Time,2023-04,1
Ecommerce Assistant FT,2023-04,5
Ecommerce Assistant PT,2023-04,2
Executive Assistant FT,2023-04,4
Executive Assistant Full Time,2023-04,6
Executive Assistant Full Time Expert,2023-04,1
Executive Assistant Full Time Mid,2023-04,1
Executive Assistant PT,2023-04,11
Executive Assistant Part Time,2023-04,4
GVA - FT,2023-04,22
GVA - PT,2023-04,33
GVA Bilingual PT Expert,2023-04,1
General Virtual Assistant Full Time,2023-04,12
General Virtual Assistant Full Time Mid,2023-04,2
General Virtual Assistant Part Time,2023-04,23
Graphic Designer FT,2023-04,1
Graphic Designer Full Time,2023-04,1
Graphic Designer PT,2023-04,4
Graphic Designer Part Time,2023-04,1
Lead Generation Assistant (Full Time),2023-04,4
Lead Generation Assistant (Part Time),2023-04,4
Medical Scribe Full Time,2023-04,2
Personal Assistant Full Time,2023-04,1
Personal Assistant Part Time,2023-04,4
Real Estate FT,2023-04,1
Real Estate Full Time,2023-04,1
Real Estate Part Time,2023-04,2
Respona Assistant Part Time,2023-04,1
SDR Full Time,2023-04,5
SDR Full Time Expert,2023-04,1
SDR Full Time Mid,2023-04,3
Social Media FT,2023-04,6
Social Media Full Time,2023-04,2
Social Media PT,2023-04,2
Social Media Part Time,2023-04,5
US SDR Part Time,2023-04,1
US-Based CSR Assistant PT,2023-04,1
US-Based SDR Assistant 10 HRS Expert,2023-04,1
Amazon Virtual Assistant Full Time,2023-03,2
Appointment Setter FT,2023-03,0
Appointment Setter PT,2023-03,4
Bilingual Caller FT,2023-03,4
Bilingual GVA - FT,2023-03,1
Bookkeeper FT,2023-03,1
Bookkeeper Full Time,2023-03,3
Bookkeeper PT,2023-03,4
CSR Full Time,2023-03,7
CSR Part Time,2023-03,1
Content Writer FT,2023-03,1
